id,choice,combo,cage
2,purple,purple-pink,1B
4,purple,purple-pink,1B
2,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
6,purple,purple-pink,1B
2,purple,purple-pink,1B
6,purple,purple-pink,1B
6,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
6,purple,purple-pink,1B
4,purple,purple-pink,1B
2,purple,purple-pink,1B
11,purple,purple-pink,1B
2,purple,purple-pink,1B
4,purple,purple-pink,1B
11,pink,purple-pink,1B
11,purple,purple-pink,1B
2,purple,purple-pink,1B
4,purple,purple-pink,1B
11,purple,purple-pink,1B
2,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
27,purple,purple-pink,1B
27,purple,purple-pink,1B
27,purple,purple-pink,1B
27,purple,purple-pink,1B
27,purple,purple-pink,1B
27,purple,purple-pink,1B
27,purple,purple-pink,1B
27,purple,purple-pink,1B
27,purple,purple-pink,1B
27,purple,purple-pink,1B
27,purple,purple-pink,1B
1,purple,purple-pink,1B
1,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
1,purple,purple-pink,1B
4,purple,purple-pink,1B
4,purple,purple-pink,1B
5,purple,purple-pink,1B
5,purple,purple-pink,1B
5,purple,purple-pink,1B
5,purple,purple-pink,1B
5,purple,purple-pink,1B
5,purple,purple-pink,1B
5,purple,purple-pink,1B
5,purple,purple-pink,1B
5,purple,purple-pink,1B
5,purple,purple-pink,1B
7,yellow,yellow-orange,1B
3,orange,yellow-orange,1B
7,yellow,yellow-orange,1B
3,orange,yellow-orange,1B
3,orange,yellow-orange,1B
6,yellow,yellow-orange,1B
3,orange,yellow-orange,1B
4,yellow,yellow-orange,1B
6,yellow,yellow-orange,1B
6,yellow,yellow-orange,1B
6,yellow,yellow-orange,1B
6,yellow,yellow-orange,1B
6,yellow,yellow-orange,1B
8,yellow,yellow-orange,1B
4,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,orange,yellow-orange,1B
27,yellow,yellow-orange,1B
27,orange,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
2,yellow,yellow-orange,1B
2,yellow,yellow-orange,1B
2,yellow,yellow-orange,1B
2,yellow,yellow-orange,1B
2,yellow,yellow-orange,1B
5,yellow,yellow-orange,1B
5,yellow,yellow-orange,1B
5,yellow,yellow-orange,1B
5,yellow,yellow-orange,1B
5,yellow,yellow-orange,1B
5,yellow,yellow-orange,1B
5,yellow,yellow-orange,1B
7,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
2,yellow,yellow-orange,1B
2,yellow,yellow-orange,1B
2,yellow,yellow-orange,1B
2,yellow,yellow-orange,1B
2,yellow,yellow-orange,1B
2,yellow,yellow-orange,1B
2,yellow,yellow-orange,1B
2,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
27,yellow,yellow-orange,1B
6,yellow,yellow-orange,1B
6,yellow,yellow-orange,1B
6,yellow,yellow-orange,1B
6,yellow,yellow-orange,1B
5,orange,yellow-orange,1B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,orange,yellow-orange,3B
H21,yellow,yellow-orange,3B
H23,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H23,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H23,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H26,yellow,yellow-orange,3B
H23,yellow,yellow-orange,3B
H26,yellow,yellow-orange,3B
H23,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H23,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H23,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H26,yellow,yellow-orange,3B
H23,yellow,yellow-orange,3B
H26,yellow,yellow-orange,3B
H23,yellow,yellow-orange,3B
H26,yellow,yellow-orange,3B
H26,yellow,yellow-orange,3B
H26,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H26,yellow,yellow-orange,3B
H26,yellow,yellow-orange,3B
H26,yellow,yellow-orange,3B
H26,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H26,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,orange,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H29,orange,yellow-orange,3B
H29,orange,yellow-orange,3B
H29,yellow,yellow-orange,3B
H29,yellow,yellow-orange,3B
H29,yellow,yellow-orange,3B
H29,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H21,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H22,yellow,yellow-orange,3B
H13,yellow,yellow-orange,3B
H13,yellow,yellow-orange,3B
H24,yellow,yellow-orange,3B
H13,yellow,yellow-orange,3B
H13,yellow,yellow-orange,3B
H13,yellow,yellow-orange,3B
H24,orange,yellow-orange,3B
H13,orange,yellow-orange,3B
H13,yellow,yellow-orange,3B
H13,yellow,yellow-orange,3B
H13,yellow,yellow-orange,3B
H13,yellow,yellow-orange,3B
H24,orange,yellow-orange,3B
H13,yellow,yellow-orange,3B
H13,yellow,yellow-orange,3B
H13,yellow,yellow-orange,3B
H13,yellow,yellow-orange,3B
H13,yellow,yellow-orange,3B
H13,yellow,yellow-orange,3B
H13,yellow,yellow-orange,3B
H13,yellow,yellow-orange,3B
H26,purple,purple-pink,3B
H22,purple,purple-pink,3B
H22,purple,purple-pink,3B
H22,purple,purple-pink,3B
H22,purple,purple-pink,3B
H21,purple,purple-pink,3B
H22,purple,purple-pink,3B
H21,purple,purple-pink,3B
H13,purple,purple-pink,3B
H13,purple,purple-pink,3B
H21,purple,purple-pink,3B
H22,purple,purple-pink,3B
H13,purple,purple-pink,3B
H22,purple,purple-pink,3B
H21,purple,purple-pink,3B
H22,purple,purple-pink,3B
H13,pink,purple-pink,3B
H13,purple,purple-pink,3B
H13,purple,purple-pink,3B
H22,purple,purple-pink,3B
H13,purple,purple-pink,3B
H22,purple,purple-pink,3B
H13,purple,purple-pink,3B
H13,purple,purple-pink,3B
H22,purple,purple-pink,3B
H13,purple,purple-pink,3B
H22,purple,purple-pink,3B
H13,purple,purple-pink,3B
H13,purple,purple-pink,3B
H13,purple,purple-pink,3B
H13,purple,purple-pink,3B
H13,purple,purple-pink,3B
H17,purple,purple-pink,3B
H17,purple,purple-pink,3B
H21,purple,purple-pink,3B
H21,purple,purple-pink,3B
H21,purple,purple-pink,3B
H21,purple,purple-pink,3B
H21,purple,purple-pink,3B
H21,purple,purple-pink,3B
H21,purple,purple-pink,3B
H21,purple,purple-pink,3B
H26,purple,purple-pink,3B
H26,purple,purple-pink,3B
H26,purple,purple-pink,3B
H26,purple,purple-pink,3B
H26,purple,purple-pink,3B
H26,purple,purple-pink,3B
H26,purple,purple-pink,3B
H26,purple,purple-pink,3B
H26,purple,purple-pink,3B
H26,purple,purple-pink,3B
H26,purple,purple-pink,3B
H26,purple,purple-pink,3B
H22,purple,purple-pink,3B
H22,purple,purple-pink,3B
H26,purple,purple-pink,3B
H26,purple,purple-pink,3B
H26,purple,purple-pink,3B
H17,purple,purple-pink,3B
H17,purple,purple-pink,3B
H22,purple,purple-pink,3B
H22,purple,purple-pink,3B
H15,pink,purple-pink,3B
H15,purple,purple-pink,3B
H22,purple,purple-pink,3B
H15,purple,purple-pink,3B
H15,purple,purple-pink,3B
H15,pink,purple-pink,3B
H15,purple,purple-pink,3B
H21,purple,purple-pink,3B
H21,purple,purple-pink,3B
H21,purple,purple-pink,3B
H22,purple,purple-pink,3B
H22,purple,purple-pink,3B
H22,purple,purple-pink,3B
H22,purple,purple-pink,3B
H22,purple,purple-pink,3B
H21,purple,purple-pink,3B
H21,purple,purple-pink,3B
H21,purple,purple-pink,3B
H17,purple,purple-pink,3B
H17,purple,purple-pink,3B
H13,purple,purple-pink,3B
H13,purple,purple-pink,3B
H13,purple,purple-pink,3B
H22,purple,purple-pink,3B
H21,purple,purple-pink,3B
H21,purple,purple-pink,3B
H21,purple,purple-pink,3B
H21,purple,purple-pink,3B
H21,purple,purple-pink,3B
H14,purple,purple-pink,3B
H21,purple,purple-pink,3B
H17,purple,purple-pink,3B
H21,purple,purple-pink,3B
H14,purple,purple-pink,3B
H17,purple,purple-pink,3B
H17,purple,purple-pink,3B
H25,red,purple-red,3B
H21,red,purple-red,3B
H21,red,purple-red,3B
H23,purple,purple-red,3B
H23,red,purple-red,3B
H26,red,purple-red,3B
H25,red,purple-red,3B
H21,red,purple-red,3B
H21,purple,purple-red,3B
H25,red,purple-red,3B
H21,purple,purple-red,3B
H26,purple,purple-red,3B
H21,red,purple-red,3B
H17,red,purple-red,3B
H26,red,purple-red,3B
H18,purple,purple-red,3B
H13,red,purple-red,3B
H21,purple,purple-red,3B
H26,purple,purple-red,3B
H21,red,purple-red,3B
H21,red,purple-red,3B
H21,purple,purple-red,3B
H13,red,purple-red,3B
H23,purple,purple-red,3B
H21,red,purple-red,3B
H21,purple,purple-red,3B
H21,red,purple-red,3B
H26,red,purple-red,3B
H21,purple,purple-red,3B
H17,red,purple-red,3B
H21,red,purple-red,3B
H26,red,purple-red,3B
H25,purple,purple-red,3B
H26,red,purple-red,3B
H17,red,purple-red,3B
H21,purple,purple-red,3B
H17,red,purple-red,3B
H26,red,purple-red,3B
H13,purple,purple-red,3B
H21,red,purple-red,3B
H23,red,purple-red,3B
H26,red,purple-red,3B
H17,red,purple-red,3B
H22,purple,purple-red,3B
H21,purple,purple-red,3B
H23,purple,purple-red,3B
H13,red,purple-red,3B
H23,red,purple-red,3B
H22,purple,purple-red,3B
H22,purple,purple-red,3B
H25,red,purple-red,3B
H21,purple,purple-red,3B
H26,red,purple-red,3B
H22,red,purple-red,3B
H26,purple,purple-red,3B
H21,red,purple-red,3B
H23,red,purple-red,3B
H21,purple,purple-red,3B
H21,purple,purple-red,3B
H23,red,purple-red,3B
H23,red,purple-red,3B
H23,red,purple-red,3B
H18,purple,purple-red,3B
H23,red,purple-red,3B
H17,red,purple-red,3B
H25,red,purple-red,3B
H22,purple,purple-red,3B
H18,red,purple-red,3B
H26,purple,purple-red,3B
H18,purple,purple-red,3B
H23,red,purple-red,3B
H18,red,purple-red,3B
H25,red,purple-red,3B
H23,red,purple-red,3B
H22,purple,purple-red,3B
H17,red,purple-red,3B
H23,red,purple-red,3B
H22,purple,purple-red,3B
H17,red,purple-red,3B
H23,red,purple-red,3B
H22,red,purple-red,3B
H23,red,purple-red,3B
H22,purple,purple-red,3B
H22,purple,purple-red,3B
H23,red,purple-red,3B
H25,purple,purple-red,3B
H22,purple,purple-red,3B
H22,purple,purple-red,3B
H25,red,purple-red,3B
H22,purple,purple-red,3B
H18,purple,purple-red,3B
H17,red,purple-red,3B
H17,red,purple-red,3B
H18,red,purple-red,3B
H21,purple,purple-red,3B
H17,purple,purple-red,3B
H17,red,purple-red,3B
H21,red,purple-red,3B
H21,purple,purple-red,3B
H21,purple,purple-red,3B
H25,red,purple-red,3B
H21,purple,purple-red,3B
H18,red,purple-red,3B
H21,red,purple-red,3B
H21,red,purple-red,3B
H21,red,purple-red,3B
H21,red,purple-red,3B
H13,red,purple-red,3B
H21,red,purple-red,3B
H13,red,purple-red,3B
H21,purple,purple-red,3B
H18,purple,purple-red,3B
H21,purple,purple-red,3B
H21,red,purple-red,3B
H21,red,purple-red,3B
H21,red,purple-red,3B
H21,purple,purple-red,3B
H17,red,purple-red,3B
H23,red,purple-red,3B
H21,red,purple-red,3B
H21,red,purple-red,3B
H21,purple,purple-red,3B
H17,red,purple-red,3B
H21,red,purple-red,3B
H21,purple,purple-red,3B
H13,red,purple-red,3B
H25,red,purple-red,3B
H23,red,purple-red,3B
H23,red,purple-red,3B
H23,purple,purple-red,3B
H21,purple,purple-red,3B
H23,red,purple-red,3B
H21,red,purple-red,3B
H21,purple,purple-red,3B
H23,red,purple-red,3B
H21,purple,purple-red,3B
H21,purple,purple-red,3B
H17,red,purple-red,3B
H23,red,purple-red,3B
H23,red,purple-red,3B
H23,red,purple-red,3B
H25,red,purple-red,3B
H23,red,purple-red,3B
H21,purple,purple-red,3B
H21,purple,purple-red,3B
H21,purple,purple-red,3B
H17,purple,purple-red,3B
H17,red,purple-red,3B
H25,red,purple-red,3B
H21,purple,purple-red,3B
H21,purple,purple-red,3B
H21,red,purple-red,3B
H21,purple,purple-red,3B
H23,purple,purple-red,3B
H21,purple,purple-red,3B
H21,purple,purple-red,3B
H25,purple,purple-red,3B
H21,purple,purple-red,3B
H21,red,purple-red,3B
H21,purple,purple-red,3B
H21,purple,purple-red,3B
H25,red,purple-red,3B
H23,red,purple-red,3B
H25,red,purple-red,3B
H23,red,purple-red,3B
H21,purple,purple-red,3B
H21,purple,purple-red,3B
H21,purple,purple-red,3B
H21,red,purple-red,3B
H21,red,purple-red,3B
H21,purple,purple-red,3B
H21,purple,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H23,red,purple-red,3B
H21,purple,purple-red,3B
H23,red,purple-red,3B
H21,purple,purple-red,3B
H23,red,purple-red,3B
H23,red,purple-red,3B
H25,red,purple-red,3B
H23,purple,purple-red,3B
H21,purple,purple-red,3B
H23,red,purple-red,3B
H23,purple,purple-red,3B
H21,purple,purple-red,3B
H23,red,purple-red,3B
H23,red,purple-red,3B
H23,purple,purple-red,3B
H21,purple,purple-red,3B
H21,red,purple-red,3B
H21,purple,purple-red,3B
H23,red,purple-red,3B
H23,red,purple-red,3B
H23,purple,purple-red,3B
H21,purple,purple-red,3B
H23,purple,purple-red,3B
H23,red,purple-red,3B
H23,purple,purple-red,3B
H25,red,purple-red,3B
H21,purple,purple-red,3B
H21,purple,purple-red,3B
H25,red,purple-red,3B
H23,red,purple-red,3B
H23,purple,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,purple,purple-red,3B
H25,red,purple-red,3B
H25,purple,purple-red,3B
H23,red,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H23,red,purple-red,3B
H23,purple,purple-red,3B
H25,red,purple-red,3B
H23,red,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,purple,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,purple,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H22,purple,purple-red,3B
H22,purple,purple-red,3B
H22,purple,purple-red,3B
H25,red,purple-red,3B
H22,purple,purple-red,3B
H22,purple,purple-red,3B
H22,purple,purple-red,3B
H25,red,purple-red,3B
H22,purple,purple-red,3B
H22,purple,purple-red,3B
H22,purple,purple-red,3B
H25,purple,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,purple,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,purple,purple-red,3B
H25,red,purple-red,3B
H25,purple,purple-red,3B
H25,red,purple-red,3B
H25,purple,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,purple,purple-red,3B
H25,purple,purple-red,3B
H25,red,purple-red,3B
H25,purple,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H25,purple,purple-red,3B
H25,red,purple-red,3B
H25,red,purple-red,3B
H21,purple,purple-red,3B
H21,purple,purple-red,3B
H21,purple,purple-red,3B
H21,purple,purple-red,3B
H21,red,purple-red,3B
H21,red,purple-red,3B
H21,purple,purple-red,3B
H21,red,purple-red,3B
H15,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H19,yellow,yellow-blue,3B
H24,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H13,yellow,yellow-blue,3B
H24,blue,yellow-blue,3B
H21,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H18,blue,yellow-blue,3B
H15,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H24,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H15,blue,yellow-blue,3B
H21,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H25,blue,yellow-blue,3B
H15,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H24,blue,yellow-blue,3B
H17,blue,yellow-blue,3B
H15,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H18,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H24,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H24,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H24,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H24,blue,yellow-blue,3B
H13,yellow,yellow-blue,3B
H26,yellow,yellow-blue,3B
H24,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H18,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H24,blue,yellow-blue,3B
H26,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H24,yellow,yellow-blue,3B
H26,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H26,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H26,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H18,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H18,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H26,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H21,blue,yellow-blue,3B
H26,blue,yellow-blue,3B
H21,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H26,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H26,blue,yellow-blue,3B
H29,blue,yellow-blue,3B
H26,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H13,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H26,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H26,blue,yellow-blue,3B
H18,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H25,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H26,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H13,yellow,yellow-blue,3B
H26,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H21,blue,yellow-blue,3B
H21,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H26,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H26,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H21,blue,yellow-blue,3B
H26,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H16,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H13,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,blue,yellow-blue,3B
H26,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H26,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H26,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H16,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H26,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H29,blue,yellow-blue,3B
H18,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H16,blue,yellow-blue,3B
H13,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H18,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H14,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H29,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H29,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H17,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
